City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Karoi,ZW,-16.8099,29.6925,60.01,84,1,3.65,clear sky
699,Teya,RU,60.3778,92.6267,16.03,97,97,3.11,overcast clouds
700,Nioro,GM,13.35,-15.75,81.99,39,3,10.76,clear sky
701,Birjand,IR,32.8663,59.2211,64.4,17,0,9.22,clear sky
702,Hutchinson,US,38.0608,-97.9298,80.6,18,1,14.97,clear sky
703,Bastia,FR,42.6667,9.3333,59.0,82,90,3.44,overcast clouds
704,Ipixuna,BR,-1.7625,-48.8043,75.2,83,75,3.44,broken clouds
705,Montepulciano,IT,43.1017,11.7868,53.01,86,100,1.99,overcast clouds
706,Tripoli,LY,32.8752,13.1875,65.98,49,100,25.12,overcast clouds
707,Abonnema,NG,4.7084,6.7931,80.6,83,20,5.35,few clouds
708,Raga,SS,8.4596,25.678,85.15,28,100,1.77,overcast clouds
709,Karlstad,SE,59.3793,13.5036,32.0,100,75,11.5,snow
710,Karaton,ID,-6.3424,106.1045,78.01,83,20,3.44,few clouds
711,Pindiga,NG,9.9833,10.9333,88.84,32,95,6.11,overcast clouds
712,San Policarpo,PH,12.1791,125.5072,77.47,85,100,7.54,overcast clouds
713,Tatarsk,RU,55.219,75.9828,26.33,98,91,7.14,overcast clouds
714,Camargo,MX,27.6667,-105.1667,86.25,7,100,5.44,overcast clouds
715,Bom Conselho,BR,-9.1697,-36.6797,69.31,91,100,6.98,light rain
716,Karasjok,NO,69.4719,25.5112,33.8,69,20,21.85,few clouds
717,Katete,UG,-0.7818,29.7544,60.1,87,28,3.78,scattered clouds
718,Svetlogorsk,BY,52.6333,29.7333,45.68,67,0,6.62,clear sky
719,Benghazi,LY,32.1167,20.0667,62.62,46,25,11.39,scattered clouds
720,Viedma,AR,-40.8135,-62.9967,69.93,31,0,7.96,clear sky
721,Varlamovo,RU,53.1897,48.4226,45.57,93,100,6.6,overcast clouds
722,Jati,PK,24.3539,68.2671,79.05,60,0,14.07,clear sky
723,Ust-Kuyga,RU,70.0167,135.6,-15.84,97,64,6.6,broken clouds
